date,total
2023-12-31,2293769458
2024-01-01,6223487921
2024-01-02,5952594192
2024-01-03,5206480550
2024-01-04,5518927006
2024-01-05,5731004398
2024-01-06,2765916329
2024-01-07,1870517479
2024-01-08,6489092815
2024-01-09,6185550857
2024-01-10,7078188575
2024-01-11,6456934410
2024-01-12,7319182185
2024-01-13,2540169203
2024-01-14,1686591815
2024-01-15,7144793404
2024-01-16,7396850015
2024-01-17,6410784430
2024-01-18,6692269046
2024-01-19,7100883622
2024-01-20,3247427087
2024-01-21,1714270805
2024-01-22,7790668269
2024-01-23,7161748474
2024-01-24,6856063638
2024-01-25,7189510326
2024-01-26,7356532551
2024-01-27,2404032707
2024-01-28,1890335401
2024-01-29,7323055028
2024-01-30,8147294912
2024-01-31,7276339176
2024-02-01,6531679357
2024-02-02,6273924130
2024-02-03,2498729783
2024-02-04,1890586116
2024-02-05,6924672731
2024-02-06,6564726173
2024-02-07,6610443146
2024-02-08,6567910246
2024-02-09,7128583140
2024-02-10,3265620227
2024-02-11,1778028928
2024-02-12,7288522115
2024-02-13,6705903421
2024-02-14,6794652652
2024-02-15,7548517184
2024-02-16,7324344389
2024-02-17,2513339431
2024-02-18,1857374534
2024-02-19,7609221030
2024-02-20,8412530252
2024-02-21,6837645994
2024-02-22,7759788793
2024-02-23,7489949586
2024-02-24,2603914333
2024-02-25,2097180410
2024-02-26,7798760473
2024-02-27,7896968970
2024-02-28,7617108100
2024-02-29,7582322206
2024-03-01,6781209889
2024-03-02,2420044923
2024-03-03,1611963484
2024-03-04,6542617050
2024-03-05,6677032692
2024-03-06,6532597779
2024-03-07,6840646200
2024-03-08,7333394710
2024-03-09,2456241676
